OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,LotConfig,BldgType,LotArea,OverallCond,2ndFlrSF,BedroomAbvGr,Fireplaces,EnclosedPorch,OpenPorchSF,WoodDeckSF,HalfBath,SalePrice
8,2006,2006,1489,1489,1489,2,7,2,776,1,5,11216,5,0,3,1,0,140,0,0,232600
10,2007,2008,2078,2084,2084,2,7,3,1220,1,5,14803,5,0,2,1,0,45,188,0,385000
5,1924,1950,784,784,784,1,5,0,0,1,5,6130,6,0,2,0,116,0,0,0,109500
7,2001,2001,1454,1434,1434,2,6,2,527,1,5,8529,5,0,3,1,0,39,290,0,189000
5,1967,1967,1013,1160,2126,2,7,2,538,5,5,28698,5,966,3,0,0,0,486,1,185000
7,2005,2005,600,520,1223,2,4,2,480,1,3,2544,5,623,2,0,0,166,0,1,147400
6,1957,1957,1392,1392,1392,1,6,2,458,2,5,11900,5,0,3,2,0,0,0,1,166000
7,2005,2005,600,520,1200,2,4,2,480,1,4,3180,5,600,2,0,0,166,0,1,151000
7,2003,2003,941,941,1829,2,7,2,613,5,5,9548,6,888,3,1,0,39,192,1,237000
6,1964,1964,1516,1516,1516,1,6,2,472,1,5,10004,6,0,3,0,0,0,0,1,167000
5,1961,1961,1144,1144,1144,1,6,2,456,1,5,7875,6,0,3,0,0,0,0,0,139950
4,1950,1995,1067,1067,1067,2,4,2,436,1,5,9600,7,0,2,0,0,0,290,0,128000
5,1948,1973,1559,1559,1559,1,5,2,812,1,5,8100,6,0,2,0,230,116,0,0,153500
6,1973,1973,483,483,987,1,5,1,264,1,3,1680,5,504,2,0,0,0,0,1,100000
5,1995,2006,1099,1099,1099,1,6,1,352,1,5,9525,6,0,3,0,0,0,278,1,144000
5,1946,1995,768,768,1200,1,6,1,240,1,5,11767,6,432,3,0,0,0,0,0,130500
6,1925,1950,672,810,1482,2,7,1,400,1,5,12155,8,672,4,0,254,0,0,0,140000
5,1904,2002,650,958,1539,2,8,2,686,1,5,10440,8,581,3,1,68,78,70,0,157500
6,1966,1966,1127,1165,1165,1,6,2,490,1,5,9020,7,0,3,0,0,129,0,1,174900
5,1961,1961,1800,1800,1800,2,10,0,0,2,2,8000,4,0,6,0,0,0,0,0,141000
5,1915,1950,876,876,1416,1,7,3,720,1,5,12665,8,540,4,1,194,0,418,1,153900
5,1975,1981,1390,1701,1701,2,6,2,611,5,5,16647,5,0,3,2,0,0,0,0,171000
7,1993,1993,740,1006,1775,2,7,2,425,1,5,9317,5,769,3,1,192,72,234,1,213000
5,1972,1972,864,864,864,1,5,1,338,5,5,15523,6,0,3,1,0,0,0,0,133500
6,1908,1997,907,1307,2358,3,10,2,360,1,5,45600,8,1051,5,1,0,40,486,0,240000
6,1976,1994,528,1094,1855,2,7,2,512,3,5,9600,7,761,3,1,0,100,113,1,187000
6,2003,2003,848,848,848,1,3,2,420,1,4,4435,5,0,1,0,0,0,140,0,131500
8,2003,2003,1273,1456,1456,2,7,2,400,1,4,3196,5,0,2,1,0,20,143,0,215000
7,1941,1950,918,918,1646,2,7,1,240,1,5,7128,5,728,4,2,0,0,0,0,164000
6,1964,1964,1127,1445,1445,1,7,2,645,2,5,12095,6,0,3,1,0,0,180,1,158000
5,1955,1974,1763,1779,1779,1,6,2,454,1,5,17920,4,0,3,1,0,418,0,1,170000
5,1962,2010,1040,1040,1040,1,6,1,260,2,5,6897,8,0,3,0,0,104,0,1,127000
6,1978,1978,940,1026,1026,1,5,2,576,1,5,10970,6,0,3,0,34,0,0,0,147000
6,1994,1995,702,702,1481,2,6,2,343,1,5,8125,5,779,3,1,0,36,0,1,174000
7,1976,1976,1090,1370,1370,2,6,2,479,1,5,10400,5,0,3,1,0,0,0,0,152000
6,1968,1984,1054,1512,2654,2,9,2,619,2,5,11029,7,1142,4,1,0,65,0,1,250000
7,1918,1998,912,912,1426,1,7,1,216,2,5,7642,8,514,3,1,0,240,0,1,189950
5,1965,1965,1039,1039,1039,1,6,2,504,1,1,11625,4,0,3,0,0,0,0,1,131500
6,1984,1985,1040,1097,1097,2,6,2,480,2,5,9672,5,0,3,0,0,0,0,0,152000
5,1959,1959,1148,1148,1148,1,6,1,672,1,5,7931,5,0,3,0,0,0,0,0,132500
7,2007,2008,1372,1372,1372,2,6,2,529,1,5,8640,5,0,3,0,0,140,0,0,250580
5,1970,1970,1002,1002,1002,1,5,2,902,1,5,8750,6,0,3,0,0,0,0,0,148500
8,2006,2007,1638,1646,1646,2,6,3,870,1,5,10656,5,0,3,1,0,80,192,0,248900
4,1961,1961,1040,1120,1120,1,5,2,544,2,5,6970,5,0,3,0,0,0,168,1,129000
5,1948,1950,0,1547,2320,2,7,2,672,2,5,14762,6,720,2,1,0,144,120,0,169000
7,1993,1994,1050,1062,1949,2,8,2,574,1,5,9938,5,887,3,1,0,90,156,1,236000
5,1962,1962,894,894,894,1,5,1,308,1,5,6600,5,0,2,0,0,0,0,0,109500
6,1998,1998,804,804,1682,2,7,2,523,1,5,8750,5,878,3,0,0,77,0,1,200500
5,1953,1996,105,910,910,1,5,2,414,2,5,8892,7,0,3,0,150,0,196,0,116000
5,1949,1950,832,1036,1268,1,6,1,288,1,5,12144,7,0,3,1,0,28,0,0,133000
5,1941,1950,676,676,1131,1,5,1,200,1,5,5720,6,455,3,0,0,0,26,1,66500
8,2007,2007,1184,1184,2610,2,11,2,550,1,5,9000,5,1426,4,1,0,364,208,1,303477
4,1963,1963,1064,1040,1040,1,5,2,648,1,5,25286,5,0,3,0,0,0,0,0,132250
9,2004,2005,1462,1462,2224,2,10,3,738,1,5,8834,5,762,4,1,0,0,184,1,350000
5,1961,1995,1109,1155,1155,1,6,2,576,1,5,11782,7,0,3,0,0,0,192,0,148000
5,1978,2005,864,864,864,1,6,1,336,5,5,7000,8,0,3,0,0,0,0,0,136500
5,2005,2006,1090,1090,1090,1,5,2,450,1,5,7024,5,0,2,0,0,49,0,1,157000
7,1990,1991,1156,1187,1717,2,7,2,400,5,5,13758,5,530,3,1,0,36,168,1,187500
6,1992,1993,808,808,1593,2,7,2,389,2,5,9636,5,785,3,1,0,40,342,1,178000
4,1912,1950,795,954,2230,1,10,1,440,1,5,6204,5,795,5,0,0,188,0,0,118500
5,1967,1967,892,892,892,1,5,1,288,1,5,7150,5,0,3,0,0,0,0,0,100000
9,1999,2000,1698,1709,1709,2,5,2,506,5,4,5119,5,0,2,1,0,65,97,0,328900
5,1959,2005,1626,1712,1712,2,8,2,588,2,2,8393,5,0,4,0,0,54,272,0,145000
5,1955,1955,816,872,1393,1,8,1,300,1,5,16466,7,521,3,0,0,0,121,1,135500
8,1970,1970,2217,2217,2217,2,8,2,621,1,5,15865,6,0,4,1,0,207,81,0,268000
6,1953,1953,1505,1505,1505,1,6,2,505,1,5,12160,4,0,2,1,0,0,0,0,149500
5,1949,2006,672,672,924,1,6,2,576,2,5,8064,7,252,3,1,0,0,0,0,122900
6,1978,1978,918,918,1683,2,7,2,440,1,5,11184,5,765,3,1,0,0,243,1,172500
6,1963,2003,1059,1068,1068,1,6,1,264,1,5,8414,8,0,3,0,0,0,192,0,154500
5,1954,1954,1383,1383,1383,1,6,1,354,1,5,13284,5,0,3,1,0,116,511,0,165000
5,1979,1979,0,1535,1535,2,8,2,400,1,2,7018,5,0,4,0,0,0,0,0,118858
6,1963,1963,780,983,1796,1,8,2,483,1,5,7056,5,813,4,1,0,50,0,1,140000
4,1936,1950,951,951,951,1,6,1,327,1,5,8765,6,0,2,0,0,28,0,0,106500
5,1979,1979,0,1120,2240,2,12,2,528,1,2,7018,5,1120,6,0,0,0,154,0,142953
9,2009,2010,2330,2364,2364,2,11,3,820,1,5,12919,5,0,2,2,0,67,0,1,611657
5,1961,1994,912,1236,1236,1,6,1,288,1,5,6993,7,0,3,1,0,0,0,0,135000
4,1971,1971,858,858,858,1,4,1,684,1,5,7340,6,0,2,0,0,0,0,0,110000
5,1957,2000,992,1306,1306,1,5,1,756,1,5,8712,7,0,2,0,0,0,0,0,153000
7,2003,2003,783,807,1509,2,8,2,393,1,5,7875,5,702,3,1,0,75,0,1,180000
7,2006,2006,1670,1670,1670,2,7,3,690,5,5,14859,5,0,3,1,0,60,144,0,240000
5,1967,1967,876,902,902,1,6,1,288,1,5,6173,6,0,3,0,0,0,0,0,125500
5,1954,1954,1056,1063,1063,1,6,1,280,1,5,9920,5,0,3,0,164,0,0,0,128000
8,2006,2006,1623,1636,1636,2,8,3,865,2,5,13501,5,0,3,1,0,60,0,0,255000
7,1936,1987,1017,1020,2057,1,6,1,180,1,5,11500,7,1037,3,1,0,0,0,1,250000
5,1983,1983,864,902,902,1,5,2,484,1,5,8885,5,0,2,0,0,0,164,0,131000
6,2005,2005,742,742,1484,2,8,2,390,1,5,12589,5,742,3,1,0,24,36,1,174000
5,1960,1960,1105,1105,2274,2,12,2,480,2,2,11600,5,1169,5,0,0,0,0,0,154300
5,1977,1989,1268,1268,1268,1,5,1,252,5,5,9286,7,0,3,0,0,0,173,1,143500
5,1925,1950,768,1015,1015,1,6,1,450,1,5,6120,7,0,3,0,112,0,0,0,88000
5,1949,1950,1001,1001,2002,2,8,3,871,1,2,6270,6,1001,4,0,0,0,0,0,145000
6,2009,2009,612,612,1224,2,4,2,528,1,4,3000,5,612,2,0,0,234,0,1,173733
4,1970,1970,546,546,1092,1,6,1,286,1,3,2001,5,546,3,0,0,0,0,1,75000
2,1949,1950,480,480,480,0,4,1,308,1,5,9000,3,0,1,0,0,0,0,0,35311
4,1956,1956,1134,1229,1229,1,6,1,284,1,5,17140,6,0,3,0,0,0,0,0,135000
7,1991,1991,1104,912,2127,2,8,3,833,2,5,13125,5,1215,4,1,224,192,72,1,238000
6,1958,2002,1184,1414,1414,1,6,2,601,2,5,11029,8,0,3,1,0,51,0,0,176500
6,1994,1994,928,936,1721,2,7,2,471,1,5,8462,5,785,3,0,0,87,300,1,201000
5,1900,2003,1272,1272,2200,2,9,0,0,1,2,8777,7,928,4,0,0,70,0,2,145900
6,2005,2006,1316,1316,1316,2,6,2,397,1,5,10237,5,0,3,1,0,0,100,0,169990
6,1993,1994,1604,1617,1617,2,5,2,533,1,4,8012,5,0,2,1,0,69,0,0,193000
6,1980,1980,1686,1686,1686,2,7,2,612,1,5,10240,6,0,3,1,0,131,384,0,207500
5,1977,1977,1126,1126,1126,2,6,2,540,2,5,15611,6,0,3,0,0,0,180,0,175000
8,2003,2004,1181,1234,2374,2,10,3,656,1,5,11999,5,1140,4,1,0,100,104,1,285000
7,1968,1968,832,1098,1978,2,9,2,486,1,5,9900,5,880,4,1,0,43,0,1,176000
8,2001,2001,1753,1788,1788,2,7,2,522,1,5,11838,5,0,3,1,0,151,202,0,236500
7,1997,1997,964,993,2236,2,8,2,642,2,5,13006,5,1243,4,1,0,0,0,1,222000
8,2007,2007,1466,1466,1466,2,7,3,610,1,5,8925,5,0,3,0,0,18,100,0,201000
5,1965,1965,925,925,925,1,5,1,429,1,5,9100,6,0,2,0,0,0,0,0,117500
9,2006,2006,1905,1905,1905,2,8,3,788,2,5,11670,5,0,3,1,0,191,0,0,320000
7,2004,2004,1500,1500,1500,2,6,2,570,3,5,8487,5,0,3,0,0,36,192,0,190000
7,1960,2007,585,2069,2069,2,9,2,505,1,5,27650,7,0,4,1,0,0,0,0,242000
4,1926,1953,600,747,747,1,5,2,528,1,5,5825,5,0,1,0,32,0,0,0,79900
7,2003,2003,1176,1200,1200,2,5,2,555,1,5,10083,5,0,2,0,0,41,0,0,184900
7,2005,2005,1113,1113,1971,2,8,2,689,1,5,9675,5,858,3,1,0,48,0,1,253000
7,2006,2006,1391,1391,1962,2,7,3,868,1,5,8760,5,571,3,0,0,90,0,1,239799
7,1940,1950,1032,1207,2403,2,10,1,349,1,5,24090,7,1196,4,2,318,0,56,0,244400
6,1976,1976,1728,1728,1728,2,8,2,574,1,2,12640,5,0,4,0,0,0,40,0,150900
7,1999,1999,992,1022,2060,2,8,2,390,3,5,8755,5,1038,3,1,0,0,0,1,214000
4,1977,1977,1440,1440,1440,2,8,0,0,1,2,7711,3,0,4,0,0,0,321,0,150000
5,1967,1967,1632,1632,1632,2,8,2,576,1,2,25000,4,0,4,0,0,0,0,0,143000
6,1958,1958,819,1344,1344,1,7,2,525,5,5,14375,6,0,3,1,0,118,0,0,137500
5,1890,1996,1088,1188,1869,1,7,2,456,2,5,8820,6,561,2,0,244,0,48,0,124900
5,1959,1959,1144,1144,1144,1,6,1,796,1,5,8163,6,0,3,1,0,0,86,0,143000
8,2002,2003,1616,1629,1629,2,9,3,808,1,5,14536,5,0,3,1,0,252,0,0,270000
7,2002,2002,936,936,1776,2,7,2,474,1,5,14006,5,840,3,1,0,96,144,1,192500
6,1972,2006,1161,1381,1381,1,5,2,676,1,5,9360,7,0,3,1,0,0,0,1,197500
5,1950,2002,864,864,864,1,5,2,720,1,5,7200,8,0,3,0,0,0,194,0,129000
5,1965,1965,828,965,965,1,6,1,300,2,5,7800,5,0,3,0,0,0,421,0,119900
5,1972,2003,768,768,768,1,5,1,396,1,5,7200,8,0,2,0,0,0,192,0,133900
5,1969,1969,784,1168,1968,2,7,2,530,1,5,11075,4,800,4,1,0,189,305,1,172000
6,1975,1975,945,980,980,2,4,0,0,5,2,9400,5,0,4,0,0,0,0,0,127500
6,1946,1950,979,979,1958,2,8,2,492,1,2,7136,6,979,4,0,0,0,0,0,145000
6,1980,1980,561,561,1229,1,5,2,462,1,4,1300,6,668,2,1,0,0,150,1,124000
5,1962,1962,1057,1057,1057,1,6,2,576,1,5,7420,5,0,3,0,0,0,0,0,132000
7,2003,2003,1337,1337,1337,2,6,2,531,1,5,8450,5,0,3,0,0,39,0,0,185000
7,1999,1999,696,696,1416,2,6,2,484,3,3,2572,5,720,3,0,0,44,0,1,155000
5,1958,2008,858,858,858,1,4,0,0,1,5,7207,7,0,2,0,0,0,117,0,116500
6,1977,1995,1330,1542,2872,2,11,2,619,2,5,12227,7,1330,4,1,0,282,550,1,272000
6,1976,1976,804,804,1548,2,7,2,440,2,4,2308,6,744,3,1,0,0,48,1,155000
9,2007,2007,1800,1800,1800,2,7,2,702,2,5,11923,5,0,2,0,0,136,288,0,239000
7,2002,2003,817,824,1894,2,8,2,510,2,5,11316,5,1070,4,1,0,40,0,1,214900
6,2005,2007,783,783,1484,2,8,2,393,1,5,10237,5,701,3,1,0,72,0,1,178900
5,1940,1950,728,976,1308,1,7,1,256,1,5,9600,7,332,2,2,0,70,0,1,160000
5,1955,1955,1098,1098,1098,1,6,1,260,1,5,7390,7,0,3,0,0,0,0,0,135000
3,1910,1950,600,600,968,1,6,0,0,1,5,5925,6,368,2,0,0,0,0,0,37900
6,1958,1958,588,1095,1095,1,6,1,264,1,1,10382,5,0,2,0,0,0,0,0,140000
4,1949,1950,720,720,1192,1,6,0,0,1,5,10800,4,472,4,0,0,0,0,1,135000
7,2003,2004,764,764,1626,2,6,2,474,1,3,2268,5,862,2,0,0,27,0,0,173000
6,1979,1979,918,918,918,2,5,1,264,1,4,7892,5,0,2,1,0,0,28,0,99500
7,2007,2008,1428,1428,1428,2,6,2,480,2,5,11639,5,0,3,0,0,120,0,0,182000
7,1910,1993,728,1136,2019,1,8,2,532,2,5,11414,8,883,3,0,0,135,509,0,167500
7,2000,2000,673,673,1382,2,6,2,490,3,3,2651,5,709,3,0,0,50,153,1,165000
4,1923,1958,440,869,869,1,4,0,0,1,5,5900,7,0,2,0,0,0,0,0,85500
7,2006,2007,1241,1241,1241,1,4,2,569,1,4,4274,5,0,1,0,0,116,0,1,199900
4,1954,1954,894,894,894,1,5,2,400,1,5,9450,5,0,3,0,0,0,0,0,110000
5,1963,1963,1121,1121,1121,1,5,2,480,2,5,8816,6,0,3,0,0,80,0,0,139000
7,1961,2007,944,999,999,1,6,2,588,2,5,12122,9,0,3,0,0,76,144,0,178400
8,1998,1999,1225,1276,2612,2,8,3,676,2,5,12203,5,1336,4,1,0,0,250,1,336000
7,2007,2007,1266,1266,1266,2,6,2,388,1,5,3182,5,0,2,1,0,16,100,0,159895
8,2002,2002,1128,1149,2290,2,9,2,779,2,5,11250,5,1141,4,1,0,0,0,1,255900
5,1977,1977,0,1302,1734,2,8,2,539,1,2,10125,5,432,4,0,0,0,0,0,126000
5,1950,1950,1164,1164,1164,1,5,1,240,1,1,10880,5,0,3,0,0,48,0,0,125000
6,1910,2003,485,1001,1635,1,5,1,255,2,5,5310,8,634,2,0,0,0,394,0,117000
9,2009,2010,1930,1940,1940,2,8,3,606,1,5,10159,5,0,3,1,0,95,168,1,395192
6,1976,1976,848,1118,2030,2,8,2,551,1,5,12046,6,912,4,1,0,224,0,1,195000
7,2006,2006,770,778,1576,2,6,2,614,1,5,8125,5,798,3,0,0,50,0,1,197000
8,1997,1998,1396,1407,2392,2,7,3,870,1,5,9452,5,985,3,1,0,70,0,1,348000
8,1882,1986,916,916,1742,1,8,2,424,2,5,17671,9,826,4,1,0,169,0,1,168000
6,1964,1993,822,1020,1851,2,7,2,440,1,5,9760,8,831,3,1,0,42,239,1,187000
6,2005,2006,750,750,1500,2,6,2,564,1,5,8846,5,750,3,0,0,35,0,1,173900
10,2006,2007,1700,1718,1718,2,7,3,786,3,5,12456,5,0,3,1,0,48,216,0,337500
4,1946,1950,747,774,1230,1,5,1,305,1,5,4712,7,456,3,0,0,57,0,1,121600
5,1961,1961,1050,1050,1050,1,6,1,368,1,5,10659,6,0,3,0,0,319,0,0,136500
6,1970,1970,1442,1442,1442,2,6,2,615,1,5,11717,6,0,2,1,0,0,371,0,185000
3,1922,1950,1007,1077,1077,1,6,1,210,1,5,9786,4,0,3,1,48,100,0,0,91000
7,2006,2006,1187,1208,1208,2,6,2,632,1,5,6762,5,0,2,0,0,61,105,0,206000
3,1952,1952,0,944,944,1,4,2,528,2,5,10206,3,0,2,0,0,0,0,0,82000
5,1920,1950,691,691,691,1,4,1,216,2,5,5400,6,0,2,0,94,20,0,0,86000
8,2006,2006,1574,1574,1574,2,7,3,824,1,5,11957,5,0,3,1,0,104,144,0,232000
5,1976,1976,1680,1680,1680,2,8,2,528,2,2,11500,6,0,4,0,0,0,0,0,136905
7,2005,2006,1346,1504,1504,2,7,2,457,1,4,3182,5,0,1,1,0,0,156,0,181000
5,1977,1977,985,985,985,2,6,1,328,1,5,8385,8,0,3,0,0,0,210,0,149900
6,1970,1970,1657,1657,1657,2,7,2,484,1,5,12155,3,0,3,1,0,0,0,0,163500
4,1970,1970,546,546,1092,1,6,1,286,1,4,2217,4,546,3,0,0,0,238,1,88000
7,2004,2005,1710,1710,1710,2,7,2,550,5,5,12118,5,0,3,1,0,48,100,0,240000
5,1926,1950,1008,1008,1522,2,7,0,0,1,5,6000,5,0,4,0,138,0,0,0,102000
5,1948,1950,720,720,1271,2,7,1,312,1,5,21286,5,551,4,1,108,0,0,0,135000
5,1965,1965,0,1664,1664,2,8,0,0,1,2,9825,5,0,4,0,0,0,0,0,100000
6,1923,1996,602,900,1502,1,7,1,180,1,5,10592,7,602,3,2,112,0,96,1,165000
5,1910,2006,1022,1022,1022,1,4,1,280,1,5,7200,4,0,2,0,226,30,0,0,85000
6,1948,1950,1082,1082,1082,1,5,1,240,1,5,11664,5,0,2,1,0,130,0,0,119200
8,2001,2001,810,810,1665,2,6,2,528,1,5,8400,6,855,3,0,0,45,0,1,227000
7,1996,1996,1504,1504,1504,2,6,2,478,1,5,11883,5,0,3,1,0,66,115,0,203000
8,1984,1984,1220,1360,1360,1,4,2,565,5,4,5814,5,0,1,1,0,0,63,0,187500
7,1991,1992,384,802,1472,2,7,2,402,3,5,10784,5,670,3,1,0,0,164,1,160000
7,2005,2005,1362,1506,1506,2,6,2,440,1,4,3013,5,0,2,1,0,20,142,0,213490
4,2005,2005,1132,1132,1132,1,5,2,451,1,5,7024,5,0,2,0,0,64,252,1,176000
7,2006,2006,1199,1220,1220,2,6,2,632,1,5,7406,5,0,2,0,0,54,105,0,194000
5,1930,1950,912,912,1248,1,6,1,160,1,5,9439,5,336,2,0,192,0,0,0,87000
7,2005,2006,1346,1504,1504,2,7,2,437,1,4,3182,5,0,2,1,0,20,156,0,191000
8,1976,1976,1565,2898,2898,2,10,2,665,2,5,15498,6,0,2,1,174,72,0,0,287000
5,1972,1972,882,882,882,1,5,2,461,2,5,7700,5,0,3,0,0,0,96,0,112500
5,1960,1960,1268,1264,1264,1,6,2,461,1,5,9300,5,0,3,2,0,0,0,0,167500
8,2007,2008,1638,1646,1646,2,7,3,800,1,5,9520,5,0,3,1,0,44,192,0,293077
5,1941,1950,768,968,1376,1,6,1,240,1,5,9492,5,408,3,1,0,0,0,0,105000
6,1972,1972,672,672,1218,1,7,1,264,1,3,1680,7,546,3,0,0,28,0,1,118000
5,1916,1995,686,948,1928,2,10,0,0,1,1,7082,8,980,5,0,228,0,0,0,160000
7,1920,1970,824,1687,3082,2,12,2,672,2,5,15863,3,998,5,2,0,63,136,1,197000
8,1993,1993,1338,1352,2520,2,10,3,796,2,5,14541,7,1168,5,1,0,55,209,1,310000
7,2002,2002,1654,1654,1654,2,6,3,900,1,5,8125,5,0,3,0,0,136,0,0,230000
5,1938,1950,920,954,954,1,5,1,240,1,5,6305,7,0,2,1,0,0,0,0,119750
4,1957,1957,0,845,845,1,5,1,290,5,5,11500,3,0,3,0,0,0,186,0,84000
9,2007,2008,1620,1620,1620,2,6,3,912,1,5,12898,5,0,2,1,0,0,228,0,315500
8,2001,2002,1055,1055,2263,2,7,2,905,1,5,9240,5,1208,3,1,0,45,0,1,287000
4,1970,2008,546,798,1344,1,6,0,0,1,3,1533,6,546,3,1,0,0,0,1,97000
4,1970,1970,630,630,630,1,3,1,286,1,4,1477,4,0,1,0,0,0,0,0,80000
5,1957,2000,1134,1803,1803,2,8,2,484,2,5,13125,4,0,3,1,0,0,0,0,155000
6,1966,2000,800,800,1632,1,7,2,484,1,5,9130,8,832,4,0,0,40,0,1,173000
6,2005,2005,1306,1306,1306,2,5,2,624,1,3,5381,5,0,1,1,0,63,170,0,196000
7,1990,1990,1475,1532,2329,2,10,2,514,1,5,11839,5,797,4,1,0,121,192,1,262280
8,1981,1981,2524,2524,2524,2,9,2,542,1,5,9600,5,0,4,1,0,120,474,1,278000
3,1955,1955,0,1733,1733,2,8,2,452,5,5,13680,5,0,4,1,0,0,0,0,139600
9,2005,2006,1992,1992,2868,3,11,3,716,1,5,16056,5,876,4,1,0,108,214,1,556581
5,1994,1995,990,990,990,1,5,2,672,1,5,9245,5,0,3,0,0,0,0,0,145000
5,1960,2006,0,1771,1771,1,9,2,336,1,5,21750,4,0,3,1,0,0,0,0,115000
4,1946,2006,0,930,930,1,6,1,308,1,5,11100,7,0,2,0,0,0,0,0,84900
7,2007,2007,1302,1302,1302,2,6,2,436,1,5,8993,5,0,3,0,0,22,0,0,176485
7,2007,2007,1316,1316,1316,2,6,2,440,2,5,11175,5,0,3,1,0,20,0,0,200141
6,1964,1978,816,1127,1977,1,9,2,540,2,5,9500,6,850,4,1,0,52,0,1,165000
5,1957,2002,1216,1526,1526,1,7,1,364,1,5,8562,6,0,4,1,0,78,116,0,144500
8,2002,2002,1065,1091,1989,2,7,2,586,2,5,11367,5,898,3,1,0,60,199,1,255000
6,1976,1976,1193,1523,1523,2,7,2,478,1,5,11361,5,0,3,1,0,0,0,0,180000
7,2005,2005,1364,1364,1364,2,6,2,484,1,4,7052,5,0,2,1,0,36,192,0,185850
7,1994,1994,973,979,1850,2,7,2,467,3,5,29959,6,871,3,1,0,98,168,1,248000
9,2008,2008,1104,1130,2184,2,10,3,836,1,5,11308,5,1054,3,1,0,102,0,1,335000
6,1932,1950,854,1096,1991,1,7,2,432,2,5,11275,7,895,3,1,19,0,0,1,220000
8,2001,2001,1338,1338,1338,2,6,2,582,1,4,4920,5,0,2,0,170,0,0,0,213500
3,1935,1950,894,894,894,1,6,3,1248,1,5,18000,4,0,2,0,0,20,0,0,81000
5,1900,1950,662,1422,2337,2,10,2,560,1,1,13600,5,915,5,0,0,57,0,0,90000
6,1925,1980,1103,1103,1103,1,5,2,440,1,5,6000,6,0,2,1,0,120,166,0,110500
5,1966,1966,1154,1154,1154,1,6,2,480,5,5,11000,6,0,3,1,0,58,0,1,154000
7,1996,1997,1306,1306,2260,2,7,2,533,1,5,14000,5,954,3,0,0,44,296,1,328000
6,1993,1994,799,799,1571,2,7,2,380,1,5,7837,7,772,3,1,0,40,0,1,178000
6,1964,1964,780,798,1611,1,7,2,442,1,5,9760,6,813,4,0,0,128,328,1,167900
6,1973,1973,942,1291,2521,2,10,2,576,1,4,3964,4,1230,5,1,0,20,728,1,151400
5,1949,2003,845,893,893,1,4,2,576,1,5,9600,7,0,2,0,0,0,0,0,135000
5,1956,1956,1048,1048,1048,1,6,1,286,1,5,10152,5,0,3,0,0,20,0,0,135000
6,1968,1968,727,829,1556,1,8,2,441,1,5,11700,6,727,4,0,0,0,0,1,154000
5,1948,1950,810,1002,1456,1,7,1,280,1,5,7585,3,454,4,1,0,0,0,0,91500
6,1977,1977,690,698,1426,1,6,2,440,2,5,7950,6,728,3,0,0,0,252,1,159500
7,2006,2006,1240,1240,1240,2,5,3,826,1,5,8556,5,0,2,0,0,93,140,0,194000
7,1940,1984,800,960,1740,1,6,1,240,1,5,13125,6,780,3,2,0,0,0,1,219500
5,1936,1989,796,1096,1466,2,7,2,566,1,5,10800,8,370,3,1,0,21,436,0,170000
5,1969,1969,1096,1096,1096,1,6,1,299,2,5,15870,5,0,3,0,0,32,240,0,138800
6,2004,2004,848,848,848,1,3,2,420,1,4,4435,5,0,1,1,0,0,140,0,155900
5,1994,1994,990,990,990,1,5,1,299,1,5,8775,5,0,3,0,0,64,0,0,126000
6,1971,2004,1258,1258,1258,2,5,2,528,1,5,11040,7,0,3,0,0,0,55,0,145000
5,1963,1963,1040,1040,1040,1,5,1,308,2,5,7500,5,0,3,0,220,0,0,1,133000
7,2002,2002,1459,1459,1459,2,6,2,527,1,5,8749,5,0,3,1,0,39,192,0,192000
6,1964,1964,1251,1251,1251,1,6,1,461,1,5,8800,6,0,3,2,0,116,0,0,160000
6,1995,1996,691,691,1498,2,6,2,409,2,5,13031,5,807,3,1,0,44,315,1,187500
6,1992,1992,936,996,996,1,5,2,564,1,5,9069,6,0,2,0,0,0,120,0,147000
4,1973,1973,546,546,1092,1,6,1,286,1,4,1974,5,546,3,0,0,96,120,1,83500
8,2005,2006,1082,1082,1953,2,9,3,1043,1,5,10574,5,871,3,1,0,50,160,1,252000
7,2004,2004,970,970,1709,2,7,2,380,1,3,2522,5,739,3,0,0,40,0,0,137500
8,2005,2005,1247,1247,1247,1,4,2,550,1,4,3316,5,0,1,1,0,84,0,1,197000
3,1950,1950,0,1040,1040,2,6,2,400,2,2,8544,4,0,2,0,0,0,0,0,92900
7,1999,2000,600,624,1252,2,4,2,462,1,3,2160,5,628,2,0,0,48,0,1,160000
6,1925,1950,1181,1390,1694,2,7,2,576,1,5,8400,5,304,4,1,128,0,342,0,136500
5,1965,1998,864,1200,1200,1,6,2,884,2,5,9230,8,0,1,0,0,64,0,1,146000
5,1956,2000,936,936,936,1,4,1,308,1,5,5868,7,0,2,0,80,0,0,0,129000
6,2006,2006,1314,1314,1314,2,6,2,440,1,5,9317,5,0,3,1,0,22,0,0,176432
6,1914,2006,684,773,1355,1,7,0,0,1,5,6882,7,582,3,0,115,0,136,1,127000
8,1986,1986,1074,1088,1088,1,5,2,461,1,4,3696,5,0,2,0,137,74,0,1,170000
4,1936,1950,672,757,1324,1,6,1,240,1,5,6000,6,567,3,0,0,0,0,0,128000
7,1978,1978,1271,1601,1601,2,7,2,478,1,5,11880,5,0,3,1,0,0,0,0,157000
